id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23411485,SÃ_ÃŸe Wohnung im Prenzlauerberg,3884988,Farina,Pankow,Prenzlauer Berg Ost,52.53628,13.43996,Private room,30,4,9,11/09/18,0.76,1,0
23411807,Bright and comfortable room near the center,174580619,Lucas,Mitte,Wedding Zentrum,52.54814,13.35968,Private room,35,1,1,27/02/18,0.08,1,0
23412384,Berliner Altbau im Herzen Friedrichshain +Balkon,91359961,Nele,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50985,13.46868,Private room,38,2,5,10/09/18,0.55,1,0
23414419,cozy big room in the hear of Friedrichshain,163559057,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51139,13.45876,Private room,26,2,5,31/08/18,0.4,1,0
23414716,"Cozy, fully furnished Studio apartment in Berlin",94075076,Esther,Lichtenberg,Frankfurter Allee SÃ_d,52.50797,13.48541,Private room,25,2,11,02/12/18,1.02,2,0
23415172,Cozy quiet studio in Berlin,94075076,Esther,Lichtenberg,Frankfurter Allee SÃ_d,52.50885,13.48556,Private room,20,3,2,04/06/18,0.16,2,0
23416112,Cosy room in beautiful apartment,174614591,Don,Lichtenberg,Friedrichsfelde SÃ_d,52.49422,13.50597,Private room,30,1,1,21/04/18,0.09,1,48
23416695,Zimmer in Berlin,174621020,Corinna,Pankow,WeiÃŸensee,52.55701,13.43761,Private room,50,1,1,12/03/18,0.08,1,0
23416737,Berlin Kreuzberg/Mitte: en el centro de Berlin,7937228,Helania,Mitte,Regierungsviertel,52.50857,13.40418,Entire home/apt,53,7,5,25/06/18,0.41,2,0
23422666,Beautiful cosy room in Berlin Friedrichshain,37982652,Stefan,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51888,13.46767,Private room,34,4,11,03/01/19,1.01,1,363
23422839,Cozy room in shared flat in a beautiful area,49720101,Elisabeth,Pankow,Pankow Zentrum,52.57478,13.41229,Shared room,20,2,1,07/03/18,0.08,1,0
23422966,Bright Dachgeschoss apartment in Szeneviertel,55328769,Claire,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47041,13.43246,Private room,40,5,29,04/03/19,2.3,1,50
23423823,GemÃ_tliches Dachgeschoss im SÃ_den Berlins,40252840,Cosi,NeukÃ¶lln,Rudow,52.43043,13.49344,Private room,24,4,3,08/03/19,0.34,1,47
23424214,"Heaven above Central-Berlin, Rooftop-SchÃ¶neberg",5662048,Alex,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49104,13.3681,Entire home/apt,280,2,0,,,1,363
23424287,"Helles, groÃŸes Zimmer in WG",83228166,Sophie,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52061,13.43383,Private room,35,2,6,25/02/19,0.65,1,0
23425726,2 Zimmer Wohnung 65qm in Herzen von Berlin,74744455,David,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.49875,13.46582,Entire home/apt,26,19,0,,,3,0
23428220,gemÃ_tliche Wohnung im Herzen Berlins,32427329,Johanna,Mitte,Alexanderplatz,52.52574,13.40063,Entire home/apt,45,2,6,28/06/18,0.49,1,0
23429407,Cosy Flat in the heart of Friedrichshain,53843555,Volker,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51074,13.45578,Entire home/apt,19,1,1,25/02/18,0.08,1,0
23433868,Cozy 1 room apartment in the heart of Kreuzberg,174787262,Ivan,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50243,13.41317,Entire home/apt,40,7,1,01/03/18,0.08,1,0
23433901,ruhiges Zimmer in Altbauwohnung NeukÃ¶lln,138525237,Paul,NeukÃ¶lln,Schillerpromenade,52.47072,13.42485,Private room,35,5,5,04/01/19,0.88,1,0
23435153,Cozy Treehouse- Studio Appartment in central Area!,100147808,Lukas,Mitte,Wedding Zentrum,52.54203,13.36147,Entire home/apt,39,4,5,10/08/18,0.42,1,0
23438241,My Flat on 1st and 2nd Floor 16 sq mtrs,13176004,Alexander,Marzahn - Hellersdorf,Marzahn-SÃ_d,52.51771,13.54264,Private room,136,1,0,,,1,365
23441901,Altbauwohnung im Prenzlauer Berg,174875540,Eva,Pankow,Helmholtzplatz,52.5429,13.42403,Entire home/apt,70,2,6,20/10/18,0.97,1,77
23442666,Welcome to Kreuzberg!,174881386,Alessandro,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49785,13.43782,Shared room,50,6,2,14/07/18,0.16,1,9
23442676,Berlin-Mitte | moderne Wohnung - absolut zentral,171261181,Stephan,Mitte,Regierungsviertel,52.51627,13.39108,Entire home/apt,45,2,37,23/02/19,3.46,1,2
23443453,GemÃ_tliches Privatzimmer in charmanter 2er WG,72936973,Daniel,Mitte,Osloer StraÃŸe,52.55345,13.39051,Private room,35,7,12,02/12/18,0.97,1,12
23447940,Modernes Zimmer mit Whirlpool und Wasserbett,174923505,Margit,Marzahn - Hellersdorf,Marzahn-SÃ_d,52.54062,13.55563,Private room,190,5,1,18/03/18,0.08,1,0
23449933,Cozy Flat in located in NeukÃ¶lln,35612256,Maren,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47002,13.4354,Entire home/apt,80,21,0,,,2,0
23451169,Cozy Room near Boxhagener Platz / Friedrichshain,21672276,Sarah,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51145,13.45992,Private room,50,3,3,01/01/19,0.67,1,6
23451359,ruhige WG in SchÃ¶neberg,95801615,Nicole,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49627,13.34552,Private room,21,1,19,16/02/19,1.55,1,43
23451726,A design gem in the heart of Mitte-Moabit,485838,Michele,Mitte,Moabit West,52.5293,13.34007,Entire home/apt,120,4,55,08/03/19,5.09,4,202
23454225,Cozy place in the middle of Berlin,15541041,Stefanie,Mitte,Moabit Ost,52.52238,13.34983,Entire home/apt,75,1,16,02/11/18,1.31,1,178
23458677,Beautiful Berlin Apartment - Cafe Central!,28502187,Matt,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50534,13.46841,Entire home/apt,98,2,36,05/03/19,3.16,1,76
23458842,Berlin Prenzlauer Berg - Zimmer am Wasserturm,45529243,Carmen,Pankow,Prenzlauer Berg SÃ_dwest,52.53621,13.41912,Private room,42,2,4,09/12/18,0.44,1,0
23459982,GroÃŸes Altbauzimmer nahe Ku'Damm,128953448,Lew,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49448,13.32971,Private room,23,7,0,,,1,0
23462134,"Berlin-Prenzlberg: modern, central apartment",68402934,Sven,Pankow,Prenzlauer Berg Nordwest,52.54761,13.40481,Private room,55,4,19,03/01/19,1.58,1,362
23462571,Loftâ€“Artige Wohnung mit Blick Ã_ber Berlin,69514536,Marcel,Lichtenberg,Alt-Lichtenberg,52.51448,13.50304,Entire home/apt,99,2,11,24/02/19,0.89,1,18
23462781,"City Center, shared apartment, private room (WG)",161175249,Konstantin,Mitte,Brunnenstr. Nord,52.53736,13.38492,Private room,33,15,1,15/09/18,0.17,22,365
23462950,Your comfortable stay in Berlin,23380855,Roshan,Charlottenburg-Wilm.,BarstraÃŸe,52.48845,13.31819,Private room,30,10,4,02/01/19,0.41,1,0
23463023,"NeukÃ¶lln, shared apartment, cosy private room (WG)",161175249,Konstantin,NeukÃ¶lln,Schillerpromenade,52.46596,13.42861,Private room,29,25,1,10/10/18,0.2,22,262
23463812,Loft with terrace in central Berlin,4081737,Luca,Pankow,Helmholtzplatz,52.54102,13.41385,Entire home/apt,100,4,2,04/01/19,0.85,1,127
23464738,"Family Friendly House with garden, near Airport",175102891,Zeynep,Treptow - KÃ¶penick,Altglienicke,52.41781,13.53276,Entire home/apt,88,3,7,24/09/18,0.56,1,184
23467531,Living between Art galleries and Cheesecake,3366070,Flora,Mitte,Alexanderplatz,52.52728,13.39348,Private room,25,2,5,17/09/18,0.67,1,0
23468874,Cozy room in the heart of Berlin,175151900,Nelson,Mitte,Alexanderplatz,52.52643,13.38888,Private room,64,2,23,07/03/19,1.86,1,11
23473417,Berlin- Frankfurter Allee,84201688,Ante,Lichtenberg,Alt-Lichtenberg,52.51362,13.48115,Entire home/apt,48,7,8,26/11/18,0.66,1,10
23474140,16m2 - Cozy room in quiet neighborhood of Berlin,95763494,Bernard,Marzahn - Hellersdorf,Hellersdorf-SÃ_d,52.53065,13.59833,Private room,15,2,0,,,2,0
23475407,Central Townhouse with private garden,166829815,Matthias,Pankow,Pankow Zentrum,52.56722,13.39392,Entire home/apt,170,5,1,03/04/18,0.09,1,0
23475547,Beautiful and cozy apartment in Berlin,1102530,Lisa,Mitte,Wedding Zentrum,52.55156,13.37972,Entire home/apt,45,2,13,07/03/19,1.09,2,7
23476204,Wedding House,118101664,Jan,Mitte,Parkviertel,52.54723,13.34772,Private room,20,7,6,23/10/18,0.49,1,8
23476547,Quiet top floor apartment in Prenzlauer Berg,18920568,Ralph,Pankow,Prenzlauer Berg Nord,52.549,13.43428,Entire home/apt,30,2,6,01/01/19,0.48,1,0
23476679,2 beautiful rooms in Berlin-Wedding (Sprengelkiez),25756650,Helena,Mitte,Wedding Zentrum,52.54,13.35767,Private room,45,3,6,01/10/18,0.49,1,0
23477057,"Premium-Bedroom ""Felbhain"" next to Friedrichshain",175239213,Andre,Lichtenberg,Neu Lichtenberg,52.50543,13.47578,Private room,45,2,77,06/03/19,6.35,1,248
23477336,Bright room in great Charlottenburg location!,175245757,Sarah,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.51037,13.29491,Private room,20,2,26,19/02/19,2.44,1,1
23478646,Cozy Studio Apartment in NeukÃ¶lln,162404885,Katharina,NeukÃ¶lln,ReuterstraÃŸe,52.48591,13.43003,Private room,50,1,0,,,1,0
23478928,cozy room in the heart of Schillerkiez - NeukÃ¶lln,137934760,Valentina,NeukÃ¶lln,Schillerpromenade,52.48089,13.42269,Private room,25,10,1,05/08/18,0.14,1,0
23478932,South facing bedroom in Wedding.,36504972,Richard,Mitte,Wedding Zentrum,52.54833,13.36622,Private room,16,2,13,12/10/18,1.07,1,0
23480423,Room at Eberswalder platz,41157972,LuÃ_s,Pankow,Prenzlauer Berg SÃ_dwest,52.53968,13.41066,Private room,25,14,2,01/07/18,0.16,1,0
23481275,Urban Jungle Hotel-Apartment in Prenzlauer Berg,174136994,Denes,Pankow,Prenzlauer Berg SÃ_d,52.53747,13.42448,Private room,199,1,26,08/02/19,2.18,4,300
23482216,5 Raum/Room Apartment in Berlin-Friedrichshain,172035099,Katja,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52159,13.4469,Entire home/apt,120,3,1,23/07/18,0.13,1,0
23483074,Sunny & Central 1Room Apt in the middle of Xberg,10683916,Giulia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49016,13.42276,Entire home/apt,32,5,13,22/10/18,1.14,1,12
23492161,Charming apartment in classic Berlin style,174746898,Melf,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4902,13.4035,Entire home/apt,69,2,28,27/01/19,2.3,1,0
23493097,Berlin-NeukÃ¶lln: groÃŸes helles Altbauzimmer - cozy,175060875,Patrick,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46326,13.4356,Private room,20,4,2,22/11/18,0.16,1,0
23494687,Sunny rooftop near Tempelhofer Airfield,37923973,Carlo,Tempelhof - SchÃ¶neberg,Tempelhof,52.45878,13.37685,Entire home/apt,80,4,4,17/10/18,0.62,1,0
23494798,SchÃ¶ne 2 Zimmer-Wohnung im Sprengelkiez,175437401,Moritz,Mitte,Wedding Zentrum,52.54012,13.35942,Entire home/apt,33,7,0,,,1,0
23495976,Splendid apartment in Friedrichstadtpalast area,175445716,Julia,Mitte,Alexanderplatz,52.52396,13.38407,Entire home/apt,200,3,52,22/02/19,4.29,1,75
23496868,Private room - 15 minutes to city center,89551529,Harshit,Lichtenberg,Alt-HohenschÃ¶nhausen SÃ_d,52.53589,13.50382,Private room,15,1,20,13/01/19,1.68,1,0
23497004,Berlin Prenzlauerberg,49917407,Ville,Pankow,Prenzlauer Berg SÃ_d,52.537,13.42447,Private room,18,1,2,22/06/18,0.23,1,0
23497750,Cosy room for 1-2 people next to Tiergarten,175432970,Daniel,Mitte,Moabit Ost,52.51628,13.33472,Private room,13,1,2,09/03/18,0.16,1,0
23498159,"Family apartment - spacious, quiet, safe, central",106739867,Jan,Mitte,Alexanderplatz,52.52766,13.39764,Entire home/apt,145,5,10,04/11/18,0.86,1,3
23498867,Rixdorf jewel,11638186,Javier,NeukÃ¶lln,Rixdorf,52.47318,13.45117,Private room,35,2,20,24/02/19,1.64,1,3
23501075,Bright spacious balcony room at frankfurter tor,175492759,Luciane,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.518,13.45971,Private room,25,1,44,03/03/19,3.64,1,42
23501368,Apartments im Hostel am SchÃ_fersee _04,73158,Mina,Reinickendorf,Ost 2,52.56148,13.36235,Entire home/apt,50,2,38,11/02/19,3.32,12,226
23501538,central cozy Room with balcony near Kudamm,115790786,Pascal / Dennis,Charlottenburg-Wilm.,KantstraÃŸe,52.50758,13.31434,Private room,50,2,51,22/02/19,4.15,7,6
23501607,Â°Â°Â° Designer Wohnung in City West Â°Â°Â°,7164359,Solene,Charlottenburg-Wilm.,KurfÃ_rstendamm,52.50365,13.31685,Entire home/apt,75,5,0,,,1,9
23509544,"Preiswerte, verkehrsgÃ_nstig gel. Zimmer in Berlin",175590325,Reiner,Marzahn - Hellersdorf,Biesdorf,52.49608,13.55437,Private room,19,1,55,03/03/19,4.71,2,27
23510393,Ruhige 3 Zimmer Ferienwohnung im SÃ_den Berlins,175598863,Manuela Und Armin,Tempelhof - SchÃ¶neberg,Lichtenrade,52.41019,13.39584,Entire home/apt,75,2,4,28/11/18,0.39,2,252
23510811,Room in a penthouse in Friedrichshain,46964992,Laurent,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51631,13.4642,Private room,35,2,2,25/03/18,0.16,1,12
23511278,Charming apartment in Berlin-Pankow,59760803,Bettina,Pankow,SchÃ¶nholz/Wilhelmsruh/Rosenthal,52.58407,13.38195,Entire home/apt,45,2,41,04/03/19,3.54,1,164
23511318,Cosy Apartment in Berlin Alt-Treptow,175605560,Thibault,Treptow - KÃ¶penick,Alt  Treptow,52.49001,13.44761,Private room,18,3,3,04/06/18,0.27,1,0
23512312,Ruhige 2-Zimmer Ferienwohnung im SÃ_den von Berlin,175598863,Manuela Und Armin,Tempelhof - SchÃ¶neberg,Lichtenrade,52.41194,13.39586,Entire home/apt,60,2,2,02/01/19,0.43,2,255
23512944,Beautiful flat in Wedding,57925821,Maria,Mitte,Wedding Zentrum,52.54123,13.35385,Entire home/apt,62,3,7,08/02/19,0.93,1,0
23512979,Bright living in Berlinmitte,132214067,Elijah,Mitte,Alexanderplatz,52.52467,13.40962,Private room,30,3,2,11/03/18,0.16,1,0
23513742,Small room near Mauerpark -female only -,63317544,Stephanie,Mitte,Brunnenstr. Nord,52.54465,13.39978,Private room,14,4,2,07/04/18,0.16,1,0
23514292,Cozy Flat in Buzzing Arts Neighborhood,19172940,Emily,NeukÃ¶lln,ReuterstraÃŸe,52.49145,13.43376,Private room,90,7,0,,,1,0
23514739,gemÃ_tliches Zimmer in guter Lage,175598133,Romi,Mitte,Brunnenstr. Nord,52.54796,13.38178,Private room,16,3,1,16/03/18,0.08,1,5
23514871,"Friedrichshain Finest/bright & top located, 24qmÂ_",18917502,Benjamin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52507,13.45017,Private room,30,2,57,02/03/19,4.56,1,24
23515223,"WunderschÃ¶nes Zimmer im Herzen ""KreuzkÃ¶lln""",90223901,Lena,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47044,13.4302,Private room,30,2,3,13/05/18,0.25,1,0
23515742,"Cosy room in the middle of NeukÃ¶lln, Schillerkiez",13779063,Tata,NeukÃ¶lln,Schillerpromenade,52.47652,13.42658,Private room,35,4,4,02/01/19,0.35,1,43
23517477,YOUR LITTLE PARADISE - lovely room in Berlin flat,26358051,Theresa,Lichtenberg,Neu Lichtenberg,52.50736,13.49322,Private room,38,2,27,24/02/19,2.21,1,0
23518572,Mitten im Kiez! schnuckeliges Zimmer in SchÃ¶neberg,21356386,Maria,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49147,13.35601,Private room,34,2,32,19/02/19,2.63,1,112
23518755,High rise studio - Himmel Uber Berlin,175669803,Doireann,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50078,13.41742,Entire home/apt,35,7,14,13/10/18,1.15,1,21
23519915,Cosy Room in Moabit,62523702,Maximilian,Mitte,Moabit West,52.52837,13.31704,Private room,75,1,1,08/03/18,0.08,1,0
23520014,26 mÂ_ Zimmer in 3er WG direkt am Park,79438402,Tim,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49799,13.36548,Private room,20,10,1,23/09/18,0.18,1,0
23520196,Stylish Spacious 3 Bedr Apt/Top center/sightseeing,167531299,Adreyana,Mitte,Alexanderplatz,52.5239,13.37915,Entire home/apt,180,6,50,24/02/19,4.01,2,96
23520359,"Lifestyle-Loft in Bestlage, 140 qm auf 2 Ebenen",36438015,Viv,Charlottenburg-Wilm.,KurfÃ_rstendamm,52.50346,13.32745,Entire home/apt,100,1,20,10/02/19,1.95,2,163
23522604,Luxurious Room in Trendy Prenzlauer Berg,43748905,Linda Margaret,Pankow,Helmholtzplatz,52.54174,13.42341,Private room,80,1,2,20/09/18,0.18,1,91
23522653,"Design Loft w Desk, Fireplace, Terrace & BBQ",102979040,Team Suite030,Pankow,Prenzlauer Berg SÃ_dwest,52.53266,13.41571,Entire home/apt,322,5,2,21/10/18,0.35,15,283
23531782,Sunny apartment in the City Center West,60898413,Ariane,Charlottenburg-Wilm.,KurfÃ_rstendamm,52.50185,13.33314,Entire home/apt,70,61,2,20/06/18,0.22,4,69
23532177,Prenzlauer Berg: Wonderful bright and cosy room!,2133004,Marco,Pankow,Helmholtzplatz,52.54324,13.41503,Private room,45,2,6,12/08/18,0.5,1,0
23532664,Cozy city apartment in an old charming building,175804467,Randolf,Charlottenburg-Wilm.,KurfÃ_rstendamm,52.50081,13.32028,Entire home/apt,69,2,0,,,1,0
23533002,Beautiful and bright â€“ cosy room in Friedrichshain,41528195,Niklas,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.4978,13.46237,Private room,30,2,2,19/03/18,0.17,1,0
23536967,Spacious and light room in Friedrichshain,76615730,Manuel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51428,13.4726,Private room,20,3,6,07/10/18,0.51,1,0
23538739,Lovely designed studio apartment in Berlin,175851365,Conny,Mitte,Wedding Zentrum,52.55337,13.38156,Entire home/apt,49,2,2,14/03/18,0.16,1,0
23540488,Nice bedroom in Berlin-NeukÃ¶lln's Schillerkiez,175865207,Thilo,NeukÃ¶lln,Schillerpromenade,52.47126,13.42935,Private room,27,2,9,16/05/18,0.81,1,0
23540792,"Modern Appartment, lake view, 5 minutes to Kudamm",171752792,Thorsten,Charlottenburg-Wilm.,Grunewald,52.48683,13.28348,Entire home/apt,50,1,6,16/08/18,0.53,1,0
23541820,"Ruhiges, hÃ_bsches Zimmer im Haus mit Garten",52518826,Susanne,Lichtenberg,Alt-HohenschÃ¶nhausen SÃ_d,52.54675,13.49333,Private room,30,2,4,07/10/18,0.38,2,209
23542915,Wedding best room,125821130,Jerome,Mitte,Parkviertel,52.55534,13.34695,Private room,22,20,1,14/04/18,0.09,1,0
23543503,Spacious and Sunny bedroom with balcony,25113633,Louisa,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51001,13.45356,Private room,49,4,5,18/09/18,0.43,1,0
23545009,Cozy room in the <3 of Friedrichshain,65197211,Paul,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51254,13.4569,Private room,38,1,3,17/10/18,0.56,1,0
23552375,Lovely cosy room in a nice Apartment,92433173,Sonja,Charlottenburg-Wilm.,Wiesbadener StraÃŸe,52.46885,13.31302,Private room,29,2,2,09/03/18,0.16,1,0
23552925,"Sunny, beautifully furnished rooftop apartment",3565918,Bettina,Treptow - KÃ¶penick,PlÃ_nterwald,52.4871,13.46392,Entire home/apt,150,10,0,,,1,0
23553114,large&cozy apartment,1888788,Lilli,Mitte,Moabit Ost,52.5339,13.35231,Entire home/apt,60,4,0,,,1,0
23553545,Luminous room in shared apartment in hip quarter,22439766,Minerva,Pankow,Prenzlauer Berg SÃ_d,52.53759,13.4264,Private room,30,7,8,26/10/18,0.65,1,0
23554070,Zimmer im Herzen von Berlin NeukÃ¶lln,175995335,Mimi,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47983,13.4319,Private room,36,7,2,11/03/18,0.16,1,0
23554124,cozy 27sqm  Room in best area of Kreuzberg,20300623,Carmina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49228,13.4112,Entire home/apt,45,3,10,18/09/18,0.83,2,81
23554586,"Cosy, bright private room",95091425,Camila,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49601,13.35083,Private room,37,3,10,23/07/18,1,3,0
23555360,GÃ_nstige 3-Zimmer-Wohnung in Berlin,176006167,Elena,Treptow - KÃ¶penick,OberschÃ¶neweide,52.45815,13.52826,Entire home/apt,100,2,42,13/02/19,3.45,1,274
23555788,Minimalistic Studio in hip NeukÃ¶lln,73903973,Cori,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.48216,13.43049,Entire home/apt,45,20,11,11/02/19,0.97,1,38
23557213,A cozy home for your stay in Berlin,15353793,Carolin,Mitte,Brunnenstr. Nord,52.53874,13.39566,Entire home/apt,65,2,6,05/03/19,0.6,1,0
23559001,Cosy 4-Beds Room in the Minihostel 12Monkeys,105951060,Donnie,Charlottenburg-Wilm.,KurfÃ_rstendamm,52.50316,13.3068,Private room,80,1,0,,,5,264
23559852,Cozy and Spacious Studio Flat @ WeserStr NeukÃ¶lln,176045432,Nathan,NeukÃ¶lln,Rixdorf,52.47969,13.44795,Entire home/apt,69,5,6,10/10/18,0.56,2,8
23560768,Beautiful Prenzlauerberg room in cosy home!,7955906,Flavia,Pankow,Prenzlauer Berg Nord,52.55181,13.41597,Private room,28,7,3,04/09/18,0.25,2,0
23563578,"SchÃ¶nes, groÃŸes WG-Zimmer in super Lage!",70344018,Anna Marie,Mitte,Wedding Zentrum,52.5498,13.37204,Private room,20,15,0,,,1,0
23563933,Spacious room in the heart of NeukÃ¶lln,10811294,Valentina,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47201,13.43357,Private room,50,1,0,,,1,87
23570412,"Wir mÃ¶chten, dass Ihr Euch wohlfÃ_hlt.",176159689,Matthias,Tempelhof - SchÃ¶neberg,Lichtenrade,52.3794,13.40303,Private room,45,1,23,25/11/18,2.18,1,94
23571206,"Luxurious apartment - City Center, West-Berlin",45102795,Antonios,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49005,13.3368,Entire home/apt,110,3,3,19/06/18,0.29,1,0
23571505,Shared flat with friendly people,175048673,Elain,Lichtenberg,Fennpfuhl,52.52432,13.48096,Private room,27,1,7,12/04/18,0.57,1,0
23571602,NEUKÃ–LLN - Calm and lovely room in a shared flat,29911954,Eva,Treptow - KÃ¶penick,Alt  Treptow,52.48975,13.45307,Private room,21,7,1,27/03/18,0.09,1,0
23572142,Big Loft - Kreuzberg 100m2,44932749,Nathan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49165,13.42178,Entire home/apt,75,4,13,02/10/18,1.11,1,234
23572237,Lovely Apartment Berlin Mitte,51563805,Georgia,Mitte,Moabit Ost,52.52308,13.34968,Private room,20,3,15,25/11/18,1.25,1,31
23576393,City-West-Apartment,176209179,Nina,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49353,13.337,Entire home/apt,120,7,0,,,1,0
23576843,Modern apartment in Downtown SchÃ¶neberg!,122373824,Stephan,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49557,13.34211,Private room,45,1,63,08/03/19,5.4,2,140
23577701,Berlin Mitte,155078524,Stefan,Mitte,Alexanderplatz,52.52079,13.42635,Private room,25,1,0,,,2,0
23578170,"SeestraÃŸe, Wedding",176227957,Raphael,Mitte,Parkviertel,52.54869,13.34459,Private room,25,2,8,20/07/18,0.87,1,0
23586164,Helle und gerÃ_umige Wohnung am Straussberger Platz,176320361,Elisa,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ_d,52.51702,13.43345,Entire home/apt,69,3,1,01/04/18,0.09,1,0
23588637,Kreuzberg home,18568965,Jacob,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49708,13.43196,Entire home/apt,40,14,1,05/03/18,0.08,1,0
