id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16876354,Luxury Apartment in the heart of the West,96810344,Thea,Charlottenburg-Wilm.,KantstraÃŸe,52.50593,13.32013,Entire home/apt,61,1,33,17/02/19,1.33,1,25
16876407,Cosy room in the heart of Berlin (NeukÃ¶lln),112498821,Simon,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47229,13.4348,Private room,30,4,16,13/11/18,0.7,2,65
16876444,Sweet little flat in the very center of Kreuzberg,21326273,Lilia&Leonard,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.5014,13.4184,Private room,50,2,1,01/01/18,0.07,1,87
16877855,Your room in our luxury apartment,9305995,Thomas,Lichtenberg,Neu Lichtenberg,52.51073,13.50032,Entire home/apt,40,1,22,01/07/17,0.87,2,0
16879513,Lovely bedroom in Neukoelln =^.^= *eco power*,30701537,Anna,NeukÃ¶lln,Rixdorf,52.48086,13.44141,Private room,26,2,67,28/02/19,2.65,2,2
16880041,"Entire Apartment has Natural light, perfect view",112543212,Loka,Steglitz - Zehlendorf,Lankwitz,52.43824,13.34266,Private room,30,2,7,21/02/19,0.28,2,19
16880131,"room with private bath, quite but close to center",55743225,Nora,Tempelhof - SchÃ¶neberg,Tempelhof,52.47218,13.37573,Private room,40,3,45,01/12/18,1.78,1,120
16882042,GemÃ_tliches und ruhiges Zimmer,90368941,Anna,Mitte,Brunnenstr. Nord,52.55137,13.37977,Private room,30,3,16,18/06/18,0.63,1,0
16882223,modern 75qm design flat in the heart of Berlin,112571636,Elisabeth,Pankow,Helmholtzplatz,52.54369,13.41878,Entire home/apt,85,6,5,04/07/17,0.2,1,25
16887158,"Beautiful, comfortable home in Kreuzberg's heart",1012401,Emma,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50181,13.42919,Entire home/apt,75,2,8,31/07/17,0.32,1,0
16888365,BrÃ_cke 2/4,112363455,Levan,Mitte,Alexanderplatz,52.5105,13.41601,Entire home/apt,240,2,70,11/02/19,2.88,6,270
16888974,BrÃ_cke 2/3,112363455,Levan,Mitte,Alexanderplatz,52.51078,13.41582,Entire home/apt,155,2,44,22/02/19,1.72,6,293
16889136,Cozy Room in a sunny Altbau apartment in Mitte,106476112,Cora,Pankow,Prenzlauer Berg SÃ_dwest,52.53407,13.40847,Private room,29,4,1,04/08/17,0.05,1,25
16889245,MI CASA ES SU CASA - Cozy flat in Prenzlauer Berg,5033357,Dominik & Jessica,Pankow,Prenzlauer Berg Nordwest,52.55361,13.4073,Entire home/apt,50,2,5,28/07/17,0.2,1,0
16889386,BrÃ_cke  3/4,112363455,Levan,Mitte,Alexanderplatz,52.51057,13.41709,Entire home/apt,240,2,54,11/02/19,2.12,6,278
16889808,Dachwohnung mit Wasserblick und eigenem Bootssteg,23403660,Dirk & Silke,Treptow - KÃ¶penick,MÃ_ggelheim,52.40432,13.66037,Entire home/apt,100,2,58,21/02/19,2.39,1,191
16890609,Family apartment with balcony,3657833,Anna,Treptow - KÃ¶penick,Alt  Treptow,52.49291,13.44546,Entire home/apt,130,5,6,23/05/18,0.28,1,123
16892205,BrÃ_cke 3/3,112363455,Levan,Mitte,Alexanderplatz,52.51175,13.41651,Entire home/apt,155,2,64,17/02/19,2.54,6,282
16892710,"Wonderful location in Graefekiez, beautiful home",12827457,Onur Alp,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49391,13.4216,Private room,55,5,1,14/02/17,0.04,1,88
16895350,Comfy apartment in East Berlin,47926892,Cathy,Lichtenberg,Neu Lichtenberg,52.50124,13.4928,Entire home/apt,45,1,1,28/02/17,0.04,1,14
16903229,Beautiful modernised Altbau flat in central Berlin,9481605,Charlotte,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51228,13.46739,Entire home/apt,80,4,8,23/09/18,0.42,1,6
16904811,Room for 2 with art and flair,36961901,Arte Luise,Mitte,Alexanderplatz,52.52132,13.37901,Private room,59,1,42,21/02/19,1.75,4,209
16907989,"Stylish 2rooms app. close to river, Friedrichshain",86484113,Luba,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.49918,13.46354,Entire home/apt,48,61,4,31/05/18,0.18,2,311
16912526,Spacious and charming,112903806,Marcus,Mitte,Tiergarten SÃ_d,52.50297,13.3542,Private room,45,4,10,07/07/17,0.4,1,0
16912586,2 Room Large Apartment in Central NeukÃ¶lln,14222309,William,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.4859,13.42474,Entire home/apt,60,10,11,24/09/18,0.46,3,0
16920274,Super city apartment 1&2 at Checkpoint Charlie,1315189,Axel,Mitte,Regierungsviertel,52.51051,13.39177,Entire home/apt,139,3,52,21/01/19,2.1,7,84
16922804,"Big, Bright and good located Room in Berlin City!",113030617,Gabriela,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49794,13.36225,Private room,25,4,72,30/12/18,2.81,1,0
16922853,Loft in the heart of Berlin 1.1,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50107,13.41607,Entire home/apt,98,2,91,16/02/19,3.55,12,271
16923045,Calm and cozy bedroom in an exciting neighborhood,46377432,Roman,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.50566,13.30119,Private room,40,2,62,15/10/18,2.41,1,0
16924698,Spacious Room Creative Neukolln Apartment,17387746,Kira,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46929,13.43336,Private room,34,6,24,01/12/18,0.94,2,82
16924710,"Bright and spacious room, city-center of Berlin",38318746,Leonie,Mitte,Wedding Zentrum,52.55168,13.3739,Private room,35,2,0,,,2,0
16926322,1-Zimmer Altbauwohnung in Berlin Pankow,25707959,Anja,Pankow,Blankenfelde/NiederschÃ¶nhausen,52.58231,13.40739,Entire home/apt,49,3,13,29/09/18,0.53,1,3
16928974,Zimmer zu vermieten,5460739,Jan,Treptow - KÃ¶penick,Dammvorstadt,52.45689,13.57729,Private room,50,2,0,,,1,0
16937165,"Private Room, Charlottenburg",94854689,Ibrahem,Charlottenburg-Wilm.,Westend,52.50794,13.27333,Private room,19,6,0,,,1,0
16938875,Cozy room in 75m2 top floor flat in Kreuzberg,113208327,Gianna,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48596,13.37497,Private room,25,5,0,,,1,0
16939260,House near Water - 25 minutes to centre,33989334,Daniel,Spandau,Gatow / Kladow,52.4922,13.18143,Entire home/apt,85,1,74,04/03/19,3.26,1,281
16942085,Tolles Zimmer NÃ_he Winterfeldmarkt,23004433,Kevin + Keti,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49286,13.35234,Private room,50,1,6,08/10/17,0.3,2,0
16944215,"Stylish & Cozy Apartment in Berlin, Wi-Fi, Garden",27952946,Katrin,NeukÃ¶lln,KÃ¶llnische Heide,52.47089,13.45359,Entire home/apt,55,2,79,20/02/19,3.13,14,222
16945865,Lovely room in the heart of berlin,113285707,Carla,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49992,13.44301,Entire home/apt,45,2,17,20/07/18,0.66,1,0
16948945,Studio (1) in the middle of Berlin,102461,Trudy,Mitte,Brunnenstr. SÃ_d,52.53785,13.39933,Entire home/apt,69,3,121,20/02/19,4.83,9,142
16951349,Cozy loft in vibrant Kreuzberg 9,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50083,13.41688,Entire home/apt,98,2,80,12/02/19,3.43,12,294
16951874,cozy apartment in Kreuzberg 6,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50181,13.41788,Entire home/apt,98,2,66,13/02/19,2.86,12,237
16953100,Ideal location in East Berlin,13673535,Hauke,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50944,13.46198,Entire home/apt,80,3,10,05/09/18,0.48,1,0
16953862,"New loft apartment, quiet area near Friedrichshain",20042663,Sam,Lichtenberg,Rummelsburger Bucht,52.48571,13.5125,Entire home/apt,50,20,0,,,1,0
16954066,Sunny apartment with roof deck and stunning view,1538751,Stefanie,Pankow,WeiÃŸensee,52.55547,13.43173,Entire home/apt,95,3,8,11/06/18,0.32,1,103
16961328,cosy room in the heart of NeukÃ¶lln,24719764,Yasmin,NeukÃ¶lln,Schillerpromenade,52.46889,13.42951,Private room,25,2,59,10/02/19,2.34,1,0
16961383,Super nettes Studio,112104756,Veronika,Pankow,Prenzlauer Berg SÃ_dwest,52.53945,13.40685,Entire home/apt,93,2,8,22/09/18,0.32,3,0
16962258,"Sunny, Berlin Style Artist flat in the center",60228482,Natalia,Mitte,Moabit West,52.53196,13.34192,Entire home/apt,66,3,12,09/02/19,0.48,1,70
16963299,Big Bright Room in a Great Location,10342694,Ksistof,Mitte,Brunnenstr. Nord,52.54208,13.37135,Private room,24,4,22,23/08/18,0.88,1,10
16963476,"Fully furnished, beautiful flat w/ balcony (4 ro.)",13255725,Bangin,Reinickendorf,Nord 2,52.58132,13.33811,Entire home/apt,59,14,7,21/05/18,0.33,1,122
16966178,"25qm-Zimmer in schÃ¶nem Altbau, privates Badezimmer",26066016,Nico,Treptow - KÃ¶penick,OberschÃ¶neweide,52.46355,13.52287,Private room,32,2,50,15/02/19,2.22,1,17
16966762,zentral und ruhig,35362682,Andreas,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52076,13.4563,Private room,20,2,3,26/02/17,0.12,1,0
16967346,Ruhig und zentral gelegen,113492349,Sofia,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49276,13.3322,Private room,30,5,14,30/10/18,0.55,1,323
16967537,Big Sunset Room Berlin,49812588,Ronja,NeukÃ¶lln,Rixdorf,52.48205,13.45586,Private room,26,1,3,09/02/19,0.13,2,0
16968210,KÃ¶penick 1,113498573,Levan,Mitte,Alexanderplatz,52.50877,13.42307,Entire home/apt,214,2,53,17/02/19,2.14,10,248
16969284,18qmÂ_ own Space in a nice flat in Berlin-Mitte,71670497,Florian,Mitte,Brunnenstr. SÃ_d,52.53085,13.39509,Private room,30,1,0,,,1,0
16970008,KÃ¶penick 2,113498573,Levan,Mitte,Alexanderplatz,52.50988,13.42466,Entire home/apt,214,2,48,13/02/19,1.94,10,281
16970590,Cozy 2-room Apartment at Prenzlauer Berg,12533087,Liz,Pankow,Pankow SÃ_d,52.56112,13.42735,Entire home/apt,59,5,9,25/10/18,0.42,2,345
16970612,KÃ¶penick 3,113498573,Levan,Mitte,Alexanderplatz,52.51031,13.4246,Entire home/apt,214,2,39,27/01/19,1.55,10,280
16972867,Cozy room in familiar commune in Grunewald,113544775,DÃ©sirÃ©e,Charlottenburg-Wilm.,Grunewald,52.48052,13.26606,Private room,35,3,23,01/01/18,0.99,1,0
16975228,SUNNY NICE ROOM in Friedrischeim,33444630,Naya,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51919,13.46641,Private room,34,2,13,12/08/18,0.52,1,2
16975675,Indian Spirit in the Heart of Kreuzberg,113577339,David,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49071,13.39077,Entire home/apt,70,3,0,,,1,0
16975839,Cozy room with great view,22312781,Friedrich,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52223,13.43407,Private room,25,5,4,03/05/18,0.17,1,0
16978306,KÃ¶penick EG,113498573,Levan,Mitte,Alexanderplatz,52.50866,13.42266,Entire home/apt,151,2,45,12/12/18,1.87,10,288
16978581,Classy Room w/Balcony in the Heart of NeukÃ¶lln,8247523,Simone,NeukÃ¶lln,ReuterstraÃŸe,52.49227,13.42736,Private room,23,4,53,03/01/19,2.09,1,13
16979285,Room Berlin City in Prenzlauer Berg,41969966,Diana,Pankow,Helmholtzplatz,52.54162,13.42354,Private room,39,1,0,,,1,0
16979933,Stylishe Wohnung am GÃ¶rli,28490863,Joseph,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49646,13.43875,Private room,67,3,38,27/02/19,1.69,1,64
16980587,"""just a sleeping place & breakfast""",106832609,Julia,Treptow - KÃ¶penick,OberschÃ¶neweide,52.46363,13.51933,Shared room,18,1,0,,,2,0
16991034,City West: 2 bedrooms | close to subway | Wifi,98217009,Gracie,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.5092,13.2905,Entire home/apt,139,2,3,09/02/19,0.12,2,0
16991640,Bright and Spacious Room in Cozy Flat,22077894,Viviane,Pankow,Prenzlauer Berg SÃ_dwest,52.53511,13.42171,Private room,35,2,57,17/02/19,2.29,1,57
16991995,Big and beautiful Room with your own Hammock!,7357035,Daniela,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47289,13.43378,Private room,29,2,35,03/03/19,3.85,2,63
16993974,Our Second Guestroom at Potsdamer Platz!,12146767,Juri,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.5061,13.37685,Private room,52,2,7,26/11/18,0.55,2,0
16995512,Bright apartment in Kreuzberg,4686359,Linda,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.49555,13.41584,Entire home/apt,90,3,1,28/05/17,0.05,1,0
16996470,Beautiful old building apartment with own garden,2405117,Tanja,Tempelhof - SchÃ¶neberg,Friedenau,52.47159,13.336,Entire home/apt,100,4,5,12/08/18,0.26,1,22
17002104,Nice Studio Apartment in Berlin Prenzlauer Berg,113948373,Daniel,Pankow,Prenzlauer Berg SÃ_dwest,52.53126,13.41523,Entire home/apt,39,5,15,20/07/18,0.61,1,0
17002284,"The good life in ""Rote Insel"" Berlin.",113010563,Michael,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.47971,13.36252,Entire home/apt,75,5,23,17/02/19,0.93,1,43
17003027,Zimmer im gemÃ_tlichen Dachgeschoss,113957997,Hanna,Mitte,Moabit Ost,52.52272,13.34902,Private room,40,1,23,16/12/18,0.92,1,67
17003618,Cozy room in Prenzlauer Berg,113964474,Annika,Pankow,Prenzlauer Berg Nordwest,52.55068,13.40268,Private room,28,2,8,18/08/18,0.32,1,0
17004276,KÃ¶penick 6,113498573,Levan,Mitte,Alexanderplatz,52.50855,13.42284,Entire home/apt,151,2,47,02/01/19,1.88,10,253
17004546,KÃ¶penick 7,113498573,Levan,Mitte,Alexanderplatz,52.51015,13.42338,Entire home/apt,89,2,38,20/02/19,1.56,10,302
17004576,"Bright room + private living room, super location!",31841743,Gert,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51486,13.47085,Private room,29,4,1,15/08/17,0.05,1,0
17005650,Light-Flooded Studio w/ Rooftop Terrace & Pool,23679727,ZoÃ©,Mitte,Alexanderplatz,52.52796,13.40629,Entire home/apt,125,2,43,18/02/19,2.26,1,0
17008663,"42 m2, a nice flat in the Akazien area",1338050,Jean-Jacques,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49027,13.3467,Entire home/apt,37,30,4,17/06/17,0.17,1,0
17012495,"Friedrichshain, cozy room 18m in artist apartment",21998123,Anna,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51131,13.45748,Private room,37,3,27,23/02/19,1.07,1,2
17012631,"Simple comfortable place to stay, Berlin NeukÃ¶lln",92398341,Marvin,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46676,13.43651,Private room,30,4,0,,,1,0
17013368,"Helles, freundliches Zimmer",19631146,Mary,Charlottenburg-Wilm.,Schmargendorf,52.47276,13.29301,Private room,60,2,2,11/03/18,0.08,1,358
17017082,GemÃ_tliches Zimmer - Altbauwohnung + Weddingcharme,49646679,Katrin,Mitte,Wedding Zentrum,52.55064,13.35446,Entire home/apt,35,7,4,26/06/18,0.16,1,0
17018152,Spacious and comfy room in Mitte,30341843,Jakob,Mitte,Tiergarten SÃ_d,52.50406,13.34849,Private room,23,6,5,28/09/17,0.2,1,16
17018543,Cosy Room in 2room Flat near Friedrichshain,5749629,Julia,Lichtenberg,Alt-Lichtenberg,52.51535,13.47769,Private room,28,1,57,18/02/19,2.45,1,6
17018742,Cosy bedroom in Treptow,114130945,Heidi,Treptow - KÃ¶penick,Baumschulenweg,52.46512,13.48528,Private room,25,2,3,29/03/17,0.12,1,0
17019473,Cozy Prenzlauer Berg Altbau w/Balcony,24080568,Nicholas,Pankow,Prenzlauer Berg SÃ_d,52.53056,13.43304,Entire home/apt,48,2,22,31/03/18,1.49,1,0
17020147,Beautiful apartment in the center,64166708,MarÃ_a Del Mar,Pankow,Prenzlauer Berg SÃ_d,52.53312,13.42309,Entire home/apt,120,3,6,07/01/19,0.25,7,133
17021597,Modern Flat in the Heart of Prenzlauer Berg,49550048,Sven,Pankow,Prenzlauer Berg Nord,52.55069,13.41428,Entire home/apt,60,2,18,05/01/19,0.74,1,18
17024321,rent a room in my apartment,28061766,Watia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49141,13.41955,Private room,27,1,194,07/03/19,7.68,1,85
17025032,sunny room in NeukÃ¶llns- popular Rixdorf.,24759485,Sema,NeukÃ¶lln,Rixdorf,52.47303,13.45051,Private room,35,1,25,18/10/18,1.13,1,78
17026133,SchÃ¶nes Zimmer in ruhigem Altbau am Ostkreuz,49810575,Matthias,Lichtenberg,Neu Lichtenberg,52.50356,13.48046,Private room,20,2,1,20/02/17,0.04,1,0
17028099,Kuschelige Kreuzberger Wohnung - super zentral!,113053420,Josephine,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.49995,13.41621,Entire home/apt,39,12,22,21/08/18,0.89,1,24
17028650,Room in central Berlin,114234089,Houssam,Mitte,Moabit West,52.52338,13.33267,Private room,21,1,170,21/02/19,6.71,1,295
17034521,Large Atelier Bedroom In Friendly Shared flat,114169868,Fiachra,Mitte,Wedding Zentrum,52.54885,13.36769,Private room,40,5,6,27/06/17,0.24,2,0
17034614,Beautiful room in the âù_ï¸è of NeukÃ¶lln / Berlin,114300922,Romy,NeukÃ¶lln,Rixdorf,52.47766,13.44834,Private room,40,3,0,,,1,0
17035296,Beautiful room in bright and spacious apartment,5269453,Caro & Daniel,NeukÃ¶lln,Rixdorf,52.4706,13.44851,Entire home/apt,90,2,18,03/03/19,0.83,1,7
17039848,Single Room in Hipster Area,23182762,Iskin,NeukÃ¶lln,Rixdorf,52.48104,13.43917,Private room,35,1,20,21/09/18,0.79,1,0
17041147,Modern clean and cosy apartment,44202490,Igne,Mitte,Wedding Zentrum,52.5422,13.36303,Entire home/apt,35,5,2,24/02/17,0.08,1,0
17041545,14m2 room in shared-flat w/ balcony near Hermannst,59518142,Max,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47005,13.43115,Private room,17,27,2,14/08/17,0.08,1,0
17042612,Welcome to Tempelhof,68128660,Mila,Tempelhof - SchÃ¶neberg,Tempelhof,52.4629,13.41931,Private room,50,2,9,15/04/18,0.37,1,363
17043127,Sunny and Cozy Apartment in Berlin-Wedding,90593453,Elisabeth,Mitte,Parkviertel,52.54858,13.34574,Entire home/apt,25,2,6,09/07/18,0.24,1,0
17046966,"Clean Flat - Prenzlauerberg, 2 BR, 15 min center",114419247,Felix,Pankow,Pankow SÃ_d,52.55425,13.41503,Entire home/apt,30,10,12,15/08/18,0.47,2,0
17047669,GroÃŸes Zimmer mit Balkon,46227078,Niels,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49175,13.34637,Private room,30,7,2,26/04/17,0.09,1,0
17049231,Luxury Altbau in Charlottenburg. Elegant and Quiet,74558752,Philip,Charlottenburg-Wilm.,KantstraÃŸe,52.50695,13.30989,Entire home/apt,150,3,18,11/02/19,0.74,1,364
17049933,Lovely 40m2 apartment in the heart of Berlin,114453085,J.,Mitte,Brunnenstr. SÃ_d,52.53717,13.39756,Entire home/apt,68,1,109,04/03/19,4.47,1,48
17050031,Loft in NeukÃ¶lln (140m2),15435401,Leonardo,NeukÃ¶lln,Rixdorf,52.47114,13.44428,Private room,38,21,2,18/02/19,1.36,1,187
17050724,Altbauwohnung,114462099,Jan,Steglitz - Zehlendorf,Drakestr.,52.44958,13.31636,Entire home/apt,39,2,3,24/09/17,0.17,1,0
17050905,2-Zimmerwohnung Charlottenburg,80206184,Toni,Charlottenburg-Wilm.,KantstraÃŸe,52.50901,13.31745,Entire home/apt,28,21,0,,,2,0
17051896,"Cute, green, bright super room in shared flat",8791967,Anna,Mitte,Brunnenstr. Nord,52.54378,13.37405,Private room,34,3,28,23/07/18,1.11,3,0
17071054,Sunny rooftop paradise with view over Berlin,95631946,Arne,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.48084,13.33993,Entire home/apt,85,2,96,26/02/19,4.47,1,231
17071435,Nice quiet room for 2 people in Berlin,114522128,Katja,Marzahn - Hellersdorf,Kaulsdorf,52.5083,13.58999,Private room,27,2,32,27/02/19,1.27,2,173
17073761,Stay central in our beautiful appartment,75968237,Caro,Pankow,Prenzlauer Berg SÃ_dwest,52.53038,13.4077,Private room,77,5,7,31/10/18,0.29,2,97
17075418,Big room (20m2) in the hipster heart of Neukolln!,7259521,Rose,NeukÃ¶lln,Schillerpromenade,52.47553,13.42265,Private room,40,1,2,16/02/17,0.08,1,0
17077519,Unique experience in an amazing 140sqm LOFT!!,38936151,Aleks,Mitte,Moabit Ost,52.52293,13.34861,Entire home/apt,210,1,54,06/03/19,2.41,6,288
17084630,Willkommen in Berlin / Welcome in Berlin,79013579,Kevin,Mitte,Parkviertel,52.55609,13.3416,Entire home/apt,30,24,0,,,1,0
17084979,Berlin NeukÃ¶lln Apartment,5531171,Sara,Tempelhof - SchÃ¶neberg,Tempelhof,52.46528,13.42027,Entire home/apt,65,5,7,03/10/18,0.28,1,6
17100847,Loft in the heart of Berlin 1.2,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50206,13.41779,Entire home/apt,98,2,68,06/01/19,2.94,12,300
17101853,Cozy room in modern apartment,68851873,Marlon,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48757,13.37534,Private room,20,2,11,16/10/17,0.43,1,0
17103649,Bauhausvilla an der ElsterbÃ_cke,114808337,Som Und Torsten,Treptow - KÃ¶penick,Rahnsdorf/Hessenwinkel,52.42787,13.70539,Entire home/apt,72,5,15,25/11/18,0.6,1,269
17106359,"Big gorgeous room in old building, trendy district",3089982,Rosa,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ_d,52.51084,13.45093,Private room,67,1,26,04/03/19,1.51,1,79
17108320,Cosy 1-room flat in the green heart of Kreuzberg,114875413,Amalia,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49462,13.43879,Entire home/apt,34,6,10,08/10/18,0.4,1,0
17108610,"Apartment ""1st class""",87442687,Babett,Mitte,Moabit Ost,52.53475,13.35181,Entire home/apt,33,60,4,28/09/18,0.21,19,201
17108611,Charming old flat in Mite,1293348,Krunoslav,Mitte,Brunnenstr. SÃ_d,52.52981,13.39494,Entire home/apt,45,3,2,24/02/17,0.08,1,0
17114071,Arty design apartment with a french boho touch,10628372,Carolina,Pankow,Prenzlauer Berg SÃ_dwest,52.53538,13.41996,Entire home/apt,100,4,10,05/08/18,0.42,1,169
17114280,Zimmer mit eigenem Bad und mit KÃ_chenmitbenutzung,114949758,Kai,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.49992,13.4629,Private room,39,1,1,02/01/19,0.45,1,58
17114705,Cosy and well-connected room in Berlin,17760305,Jos,Reinickendorf,Ost 1,52.57378,13.36392,Private room,35,1,0,,,1,62
17115583,Beautiful 27qm room own balcony and great view.,30330555,Flora,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50026,13.43046,Private room,47,1,90,26/02/19,3.64,1,109
17115854,Moderne Maisonette Wohnung in Kreuzberg,8708562,Christina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4868,13.3832,Entire home/apt,100,15,2,22/04/18,0.08,1,0
17116381,calm room in the center,114860745,Larissa,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.48635,13.36614,Private room,44,2,2,13/02/19,0.68,2,160
17116897,Cozy place in hipster Neukolln,45989490,Camille,NeukÃ¶lln,Rixdorf,52.48013,13.45267,Private room,27,2,3,15/04/17,0.12,1,0
17118308,Renovierte Altbauwohnung am Volkspark Fhain,9991161,David,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52255,13.43543,Entire home/apt,55,2,2,10/09/17,0.1,3,0
17118731,Bright and comfortable Rooms in SchÃ¶neberg,114352127,RÃ©ka,Tempelhof - SchÃ¶neberg,Friedenau,52.47189,13.34254,Private room,60,2,7,27/08/17,0.29,1,0
17120255,Charmantes Altbauzimmer mit Balkon,62133007,Maggy,Mitte,Moabit West,52.52957,13.33302,Private room,58,1,15,26/12/18,0.59,1,342
17122109,Cosy room close to everything,7023703,Svenja Lisa,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50844,13.46805,Private room,25,2,0,,,1,0
17122484,Cosy artist flat in the center of Friedrichshain,50739355,Anni,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51091,13.45816,Entire home/apt,65,2,8,17/06/18,0.32,1,247
17122601,BEAUTIFUL APARTMENT IN THE CENTER,7516784,Liliann,Mitte,Wedding Zentrum,52.55275,13.36644,Entire home/apt,150,2,5,02/05/17,0.2,1,0
17122804,Bright&Cosy Art-Room infront of park in NeukÃ¶lln,24847457,Julia,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47099,13.43793,Private room,40,6,25,16/08/18,1.07,1,0
17126030,New bright place in great location in Berlin,9802174,Ankit,Pankow,WeiÃŸensee,52.55376,13.42986,Private room,35,1,0,,,1,42
17127660,Light & cozy living in Neukoelln,7538799,Lina,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47637,13.43163,Private room,22,2,4,04/12/17,0.22,1,0
17128255,"Room for 1-2 Person in Berlin, Moabit",59233319,JÃ¶rdis,Mitte,Moabit West,52.53451,13.34128,Private room,20,2,2,10/03/17,0.08,1,0
17129570,cosy private room in perfect location,107393182,Markus,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.49705,13.42049,Private room,19,4,6,22/04/18,0.24,3,0
17130089,"Family friendly, quiet, central, Mauerpark, cosy",3380463,Romy,Pankow,Prenzlauer Berg Nordwest,52.54748,13.40126,Entire home/apt,65,3,3,02/11/17,0.13,1,0
17130422,"doppelbett  ruhig,zentreal gelegenes zimmer,altbau",27459394,Dagmar,Steglitz - Zehlendorf,Albrechtstr.,52.45674,13.33012,Private room,60,3,4,02/09/18,0.16,2,179
17131599,Nice room in a central location,115151451,Wiebke,Mitte,Wedding Zentrum,52.55273,13.37914,Private room,25,4,0,,,1,0
17134093,exclusives Apartment mit Blick auf den Fernsehturm,115174454,Steffen,Mitte,Regierungsviertel,52.50975,13.39753,Entire home/apt,130,1,160,07/03/19,6.58,3,204
17134424,Ruhige Dachgeschosswohnung mitten im Schillerkiez,115175005,Dominic,NeukÃ¶lln,Schillerpromenade,52.47465,13.42414,Entire home/apt,129,2,8,20/07/18,0.33,1,0
17134678,Tolles-City-Apartment 7 am Checkpoint Charlie,1315189,Axel,Mitte,Regierungsviertel,52.51067,13.38976,Entire home/apt,99,3,27,12/02/19,1.11,7,133
17135938,chic! + designer furniture + city centre Ku'Damm,91856831,Ramon,Charlottenburg-Wilm.,KurfÃ_rstendamm,52.50378,13.30698,Entire home/apt,93,59,8,03/01/18,0.32,3,252
